,title,current_funding_amount,percentage,target_funding_amount,supporter
9888,꿈꾸는 발달장애인 작가 발굴 프로젝트 후드&맨투맨,2739900,195,14050,54명
9889,놀이 운동 교구 내친구 쭉쭉이(부산여행),1957000,195,10035,29명
9890,단편단평 : 동시대 한국단편소설 비평,2446000,195,1250000,56명
9891,봄을 부르는 마법같은 이야기 ; 꽃담은 젤캔들 DIY 키트,587000,195,3010,16명
9892,"[;Me. You. Us] 평등하게, 모두를 위한 점자셔츠",587000,195,3010,12명
9893,"자연을 담은 우드 액세서리 [스마트톡,책갈피,마그넷 자석]",978000,195,500000,31명
9894,[디지독]웹툰배경세트 - 시골에서 도심까지 패키지,1956000,195,10030,28명
9895,"미니멀 오리가미 키트 , Origaminimal",2934000,195,1500000,100명
9896,프리미엄 울과 캐시미어 블랜드의 유니섹스 스웨터,1956000,195,10030,24명
9897,"어떠한 룩도 완성시킬 에코백, 플로우백",2347100,195,12036,62명
9898,"할머니, 우리 꽃길만 걸어요!",782000,195,400000,62명
9899,"불완전한 그들의 이야기, 단편영화 <사이렌 : Siren>",2932000,195,1500000,43명
9900,<쥬게르 몽골> 엽서북 - 처음 만나는 몽골,1954000,195,10020,38명
9901,마음을 가꾸는 영국 감성 매거진 <브리드> 한국어판 4호,1954000,195,10020,64명
9902,그림 에세이 『제법 빵빵한 날들』,977000,195,5010,32명
9903,치킨집 - 비정기 간행물 인생잡지,3907000,195,20035,107명
9904,"황제와 왕들, 복식부터 로맨스까지. '제왕도감 - 유럽편'",11720000,195,6000000,580명
9906,스펙트럼 라이브 2017,5857201,195,3000000,127명
9907,힐링 DIY 토이키트 - 당신의 고양이에 색을 입혀주세요!,2928000,195,1500000,100명
9908,작은얼룩물새를아세요? 보들보들 넓적부리가 귀여운 넙츄,1366000,195,7005,9명
9909,"A NEW DAY HAS BEGUN ""우리 같이 살자냥~""",1951000,195,10005,38명
9910,"당신에게 필요한 무해구역, ""무트로"" ㅡ 2021 창간호",2731000,195,1400000,117명
9911,"작가 덕질 아카이빙 잡지 [글리프] 3호, 김금희 편",3901000,195,20005,208명
9912,"나만의 영원한 반려동물, 청화백자 동물오브제",975000,195,5000,15명
9913,"독립출판, 네번째 드로잉북 <무엇으로 채울까>",1560000,195,800000,47명
9914,“귀여움에 실용이 웬말인가” 홀리데이 엽서팩! 스티커팩!,253500,195,1300,13명
9915,"이야기 드로잉 북 <어느 날, 동물원>",585000,195,300000,19명
9916,[웹툰 스케치업 배경] 나무 위의 오두막,195000,195,1000,13명
9917,항공잡지계의 새 물결 ㅣ <월간비(非)행>,429000,195,2200,49명
9918,"향기로 전하는 감사한 마음, 카네이션 디퓨저",585000,195,3000,15명
9919,단편영화 <루스터> 제작,1170000,195,600000,24명
9920,"그때 그날, 우리의 독립",6044035,194,3100000,68명
9921,"은은하게 빛나는 감사한 마음, 나전칠기 테이블웨어",2533000,194,1300000,23명
9922,"일상에 평안함을 더해주는 힐링 풍경, 무니무니 한 폭 커튼",1948000,194,10041,42명
9923,꽃과 고양이 자수팔찌,974000,194,500000,55명
9924,매거진 <무비 페미니즘> 창간호 재발간 | 무한대의 여자,7791000,194,40159,312명
9925,세상에서 하나 뿐인 커스터마이징 청바지와 셔츠(자켓),5843000,194,30118,84명
9926,정말로 '같이 살 수 있을까'에 대한 이야기들,5842500,194,3000000,155명
9927,[튤립머그]:나만의 홈카페를 위한 유니크한 디자인.,1363000,194,7025,22명
9928,따뜻한 위로 한마디 <어쩌면 위로가 되지 않을까 해서>,1947000,194,1000000,60명
9929,언텍트 시대에 KOREA 드로잉 투어 북으로 메모리 남기기,5841000,194,30108,85명
9930,아이슬란드 여행기 3권 발간,1362611,194,700000,54명
9931,낭만적인 향수실험 월간 퍼퓸라이퍼 5월 메리고라운드 EDP,1946200,194,10031,49명
9932,비거니즘 미니 포스터 <What did you eat?>,973000,194,5015,34명
9933,"CANVAS ON AIR 나오미, 아캔을 만나다",973000,194,500000,37명
9934,지친 두뇌를 설레게 할 온라인 추리게임 ‘페어리마피아’,972736,194,5014,46명
9935,교양 무크지 더킷(duckit) 3호 - 난지도 특집,428000,194,2206,18명
9936,[페미니즘 잡지 사심] Vol.4 나는 나만의 것,8753000,194,4500000,323명
9937,오말찬 시리즈 『찬양이 노래라고 생각하는 당신에게』2쇄!!,2489600,194,12832,92명
9938,"""사랑은 혐오보다 강하다""",972500,194,500000,110명
9939,이너보이스,5834600,194,3000000,86명
9940,기억의 유통기한을 길게 적을래 <변하지 않는 건 있더라고>,1944500,194,10023,73명
9941,조용한 명현의 인생에 날아든 <파랑새 소리가 들리면>,4471445,194,2300000,84명
9942,소녀에게 위로를 미니블럭 & 위안부 앱,1944000,194,1000000,92명
9943,영화잡지 [anno.] 3호 「미장센」,1944000,194,1000000,100명
9944,"오늘 하루, 휴식 ‘당첨 (糖添)’ - 식기세트",972000,194,5010,6명
9945,미루는 삶에 대한 에세이 <미루리 미루리라> 이진송X곽민지,9716000,194,50082,367명
9946,[페미니스트의 편지] 너의 존재 자체가 용기이고 희망이야.,1943000,194,10015,186명
9947,"[식탁위의 즐거움] 비싼 양갈비, 이젠 집에서 즐기자!",1942800,194,10014,42명
9948,"마음기록 인터뷰집, '만나는 사람'",2913000,194,15015,83명
9949,박영훈의 잃어버린 수학을 찾아서,1942000,194,10010,43명
9950,"한복에 관심이 많은 그대, 한복스타트스쿨",3883000,194,20015,35명
9951,"안냥탕, 매주 수요일 휴무",1941000,194,10005,61명
9952,Camera+Donation= 카네이션,1164555,194,600000,26명
9953,퀴어영화 뷰티풀,3881000,194,2000000,55명
9954,[앵콜] 거북목 방지 우드데스크에 스틸 거치대까지,5821000,194,3000000,90명
9955,"2주마다 편지로 받아보는 소설, <슬픔의 언저리>",1940000,194,10000,72명
9956,따뜻한 마음 따뜻한'혜윰' 머그컵,776000,194,4000,34명
9957,99film 독립영화제작소 - 퀴어단편 프로젝트 '20 & 백합',3879900,193,2000000,79명
9958,<어버이날>부모님이 원하시는 선물은 무엇일까요?,3491000,193,1800000,137명
9959,"디자이너, 서른",3491000,193,1800000,180명
9960,마찌롱 단행본 제작,9695000,193,50233,279명
9961,핑케치업 동물원,1939000,193,10046,35명
9962,페미니즘 매거진 허들(Her:dle) Vol. 2 구멍,1939000,193,10046,72명
9963,clode. x Olga Korneeva 플라워 티셔츠,1939000,193,10046,36명
9964,우리 모두의 이야기 ‘가게일기’,3877334,193,2000000,116명
9965,함께 메리크리스마스-저소득층 아이들에게 크리스마스 선물을,1357000,193,700000,67명
9966,정튠 Ep앨범 [GAME OVER] 제작,3877000,193,2000000,92명
9967,고궁 엽서북 <시간의 궤적>,969000,193,5020,57명
9968,당신의 우아한 아름다움에 가치 한스푼 [위브링],969000,193,500000,8명
9969,별처럼 반짝이는 일상의 새로운 기준,969000,193,500000,20명
9970,프리즈머스 패션 매거진 [PRISM vol.6 ],969000,193,500000,53명
9971,"동서양이 카드로 만났다, '민화 트럼프 카드'",1938000,193,1000000,89명
9972,「나는 보통의 삶을 사는 조금 특별한 사람이길 바랐다」,3876000,193,20082,105명
9973,"가장 단순한 다이어리, '커터의 이공이공 다이어리'",4650000,193,24093,165명
9974,누가 만들어 주지 않아 직접 만든 라이카 뱃지,1937000,193,10036,95명
9975,"운동중에도 나만의 개성을,ONE & ONLY 컬러 바람막이",1937000,193,10036,11명
9976,마음을 전하는 레터링 주얼리,1937000,193,10036,17명
9977,"올 여름, 트로피칼 그림과 시원한 휴식을 즐겨보세요.",430000,193,2227,22명
9978,추석을 맞이하는 건강한 머랭쿠키 선물세트,581000,193,3010,19명
9979,"PAIIEK의 첫 정규앨범, Le Regard",2129733,193,1100000,56명
9980,"꿈이 있다고 해서 행복하다 할 수 있을까, <불가사리>",2904000,193,1500000,44명
9981,"아름다운 전통 직물 티매트, '꽃을 엮다'",968000,193,500000,11명
9982,일상의 선택을 포크하는 <매거진 포크> 창간호,1548500,193,8023,57명
9983,Typo Cutting Mat,3871000,193,20056,102명
9984,7인의 그래픽 디자이너들의 할로윈 자수패치 만들기,2902799,193,1500000,61명
9985,독립출판 - 드로잉북 <그림 그리는 여행 - 제주편>,1354000,193,700000,54명
9986,고양이발자국의 두번째 선물 '부산 고양이 여행',1934000,193,10020,39명
9987,[스케치업 웹툰 배경] 리조트와 목욕탕,580000,193,3005,12명
9988,"삶이 여행이 되길 바라며, 『트래쁠』매거진",3865743,193,20029,155명
9989,cafe.우간다 2호점,2319000,193,1200000,80명
9990,'철인 캉타우' 애장판 복간!,8695000,193,4500000,175명
9991,4월25일은 펭귄의 날!긍정펭귄 제품으로 환경보호 실천하기,1932000,193,10010,40명
9992,"여행지 속 따스함을 전해주는 사진엽서, <People>",966000,193,5005,31명
9993,매일 보는 달력 편하게 <2020년 쉬운 달력>,1931000,193,10005,50명
9994,"'사이','오홀리데이'단행본제작 박수봉xTillurillu",11585000,193,6000000,368명
9995,나만의 홈카페를 완성 시켜줄 우드트레이 by. 통영목수,5791300,193,30006,73명
9996,즐겁고 깊이 있는 성경 읽기 - 《거룩하지 않은 독서》,4826000,193,25005,156명
9997,독립X단편X공포영화 <The Lost Child>,5791000,193,30005,107명
9998,"강아지공장 유기견을 위한 ""똥꼬발랄 에코백""",386000,193,2000,23명
9999,사랑스런 봄을 알리는 우리 꽃! 지지 않는 벚꽃 악세사리,579000,193,300000,23명
10000,"단편영화 '꿈을 사는 가게' , 오늘의 나는 행복한가요?",2895000,193,15000,42명
10001,F1레이싱카툰 -일요과속극장- 34화,193000,193,100000,27명
10002,"가장 작은 미술관, 사선액자 : 양이응展",1929500,192,10049,32명
10003,관찰남-개똥이굿즈 똥컵,9647111,192,50245,692명
10004,2019 황금돼지 해를 위한 <복주머니 땡지> 뱃지와 달력,2894000,192,1500000,45명
10005,상체리 아마추어 웹툰 ' 1억받고 고백하기 - 외전 - ',3858537,192,2000000,84명
10006,다큐멘터리 애니메이션 <금정굴 이야기>,15434000,192,80385,103명
10007,70년대 감성을 품은 레트로 안경 [ RADIO CITY],964584,192,5023,15명
10008,단편영화 <별거 없는 하루>,1543220,192,8037,74명
10009,생초콜릿스틱 프리미엄 수제빼빼로!,964500,192,5023,23명
10010,한국의 해산물맛 과자에 대한 아카이빙북,2893300,192,15069,140명
10011,2020 맛있는 달력 & 굿즈,1273000,192,6630,49명
10012,"유영하는 계절의 풍경, 2018 사춘기 달력",5786000,192,30135,226명
10013,"일러스트 시집 < 오늘의 꽃, 밤의 편지 >",3857000,192,20088,101명
10014,헬리오스 굿즈,4821000,192,2500000,87명
10015,달의흐름을 통해 2022년 행복과 행운이 함께하는 다이어리,14077100,192,7300000,317명
10016,술과 족발과 케이크,1542527,192,800000,41명
10017,가장 겉에 걸치는 옷. 타이로켄 코트,3856100,192,20083,34명
10018,[타로해설서]마음을 읽어주는 힐링타로 오쇼젠,2699000,192,14057,72명
10019,<탐식남 도쿄편> 도쿄의 일식 이야기,5783500,192,30122,269명
10020,"영원하고 싶은 마음으로, 에버앤에버 편지지 세트",963000,192,5015,61명
10021,"햇살에 비치는 전통 도자기, 쉬폰 소재의 <도자기 에코백>",963000,192,5015,28명
10022,6900 가성비 엑스트라소스,963000,192,5015,42명
10023,나의 이니셜로 만드는 엔틱 코인 주얼리,963000,192,5015,25명
10024,미니 와일드 [ mini wild ],4812999,192,2500000,279명
10025,맛있는 꽃이 피었습니다: 플라워 컵케이크,385000,192,2005,18명
10026,"대시 액션 플랫포머, 'Everslash(에버슬래시)'",3849555,192,20049,179명
10027,심리학 그리고 사람을 연결하다. HumansOfPsyche,1058500,192,550000,47명
10028,잃어버린 환상:illusion fantasy,577333,192,3006,27명
10029,시발점 : 여러분은 자신의 시작을 되돌아본 적이 있나요?,962000,192,5010,25명
10030,"누구에게나 멋짐을, 사천왕&노리개 타투스티커",962000,192,5010,41명
10031,"[봄,패션]당신의 데일리 최애템! “메리백” 베리굿!",1924000,192,10020,55명
10032,<죽은 민영이의 장례식 그리고 49재> 전시 도록,962000,192,5010,44명
10033,일상의 편리함을 더해주는 미니멀한 가죽 월렛,1924000,192,10020,38명
10034,"[DIY KIT] 세상에 하나뿐인 선물, 마스크 스트랩",577100,192,3005,25명
10035,< FREESCOOP > 첫 번째 EP앨범 & 쇼케이스,2885000,192,15026,50명
10036,단편 영화 <애조로>,3845001,192,2000000,74명
10037,"유명인의 집 말고, 우리들의 솔직한 전월셋집 <우리!>",1922000,192,1000000,62명
10038,"우리, 추억을 소환해봐요 <커피와 디저트>",3844000,192,20020,81명
10039,IRON OPENER - 티타늄 보틀 오프너,2306000,192,1200000,60명
10040,스프롤: 사이버펑크 RPG,23059600,192,12000000,400명
10041,멸종위기종 하늘다람쥐 프로젝트 <숲의 요정 나리>,2498000,192,13010,98명
10042,미누시그 드로잉 서비스,3843000,192,2000000,104명
10043,<북극곰을 지켜라!> 아기 북극곰 리틀모보 모찌인형,672500,192,350000,20명
10044,재건축 예정인 강남아파트에 관한 젊은 예술가들의 전시회,5764000,192,3000000,165명
10045,YI SOON SHIN : FALLEN AVENGER #4,19210000,192,10000000,442명
10046,"송아람 작가의 솔직 담백 자전 만화, '두 여자 이야기'",5762000,192,30010,266명
10047,실패는 무언가를 선사한다 [그리고 일기가 남았다],4801004,192,2500000,121명
10048,로맨스판타지를 위한 클립스튜디오 브러쉬 세트,576100,192,3000,59명
10049,웹툰이 그린 스케치업-(1)판타지 웹툰 마을,5761000,192,3000000,126명
10050,하루 10분은 나도 영화 속 주인공 <스크린 영어회화>,960000,192,5000,33명
10051,동양풍 남성 머리장식,1920000,192,10000,32명
10052,머리 악세사리 브러쉬 모음,960000,192,5000,52명
10053,잊혀져가는 도시에 활력을 불어넣어주세요![스마트톡&거치대],960000,192,5000,28명
10054,NOO_한국적 디자인에 향을 담다.,960000,192,5000,16명
10055,스케치업 웹툰 배경 [돈드로우 6월 패키지 6종],1920000,192,10000,24명
10056,"책에 색을 입혀요, 아홉가지 테마 책갈피",192000,192,1000,9명
10057,‘자유로운 인간 조르바’의 이야기가 담긴 콜드 브루,959777,191,5025,60명
10058,"행운을 찾아줄게요, LUCKY GHOST 후드티",1439000,191,750000,21명
10059,삶이 영화가 되는 순간 <영어회화극장> 10기,3837000,191,20089,57명
10060,유기견을 구해주세요. RESCUE ME!,3836900,191,2000000,311명
10061,당신에게 광고는 어떤 의미인가요?,1918191,191,10042,56명
10062,"[요즘 어떤가요?] 감성 가득한 여름 휴가, 함께 준비해요",959000,191,5020,31명
10063,"숨겨진 한국 여성위인 이야기, '이제서야'",2877000,191,1500000,125명
10064,"모든 도망자들의 은신처가 되어줄, 하이드어웨이 매거진 2호",1918000,191,10041,65명
10065,리미티드 핑크마블 초콜릿,383500,191,200000,13명
10066,비전략적 문학동인 전략3팀의 문학 앤솔로지 전략집1호,1150300,191,6022,57명
10067,"향긋한 콜드브루와 달콤한 생초코릿, 너무 좋은 꿀 조합!",958000,191,5015,41명
10068,"누구나 편하게 입는 한복, 허리치마와 철릭원피스",958000,191,5015,11명
10069,2021 얼렁뚱땅 그림일기 캘린더,957900,191,5015,42명
10070,<EVER AFTER: 무령왕릉> 전시 굿즈를 소개합니다!,1915777,191,10030,55명
10071,하양지 작가의 장편 만화 [우리는 시간문제] 단행본 제작,28732000,191,150429,716명
10072,"조선의 건강양생 비법을 담은 백과사전, 임원경제지 보양지",1915000,191,10026,20명
10073,윤도경 정규 1집 <Wonder Fool Life>제작,3830000,191,2000000,104명
